country,country_code,year,population,gdp,internet_users,region ,GDP_per_capita
Pakistan,PAK,1967,55214768,7464510709.7858,7.5,South Asia,135.1904749
Pakistan,PAK,1968,56810507,8041999160.0168,7.5,South Asia,141.5583065
Pakistan,PAK,1969,58460939,8683116337.67325,7.5,South Asia,148.528513
Pakistan,PAK,1970,60166719,10027509449.811,7.5,South Asia,166.662062
Pakistan,PAK,1971,61847899,10665896682.0664,7.5,South Asia,172.4536622
Pakistan,PAK,1972,63583194,9415016359.56604,7.5,South Asia,148.0739763
Pakistan,PAK,1973,65461912,6383429490.21091,7.5,South Asia,97.51364259
Pakistan,PAK,1974,67415487,8899191919.19192,7.5,South Asia,132.0051566
Pakistan,PAK,1975,69461175,11230606060.6061,7.5,South Asia,161.6817749
Pakistan,PAK,1976,71620254,13168080808.0808,7.5,South Asia,183.8597334
Pakistan,PAK,1977,73901827,15126060606.0606,57.253,South Asia,204.6777626
Pakistan,PAK,1978,76307379,17811515151.5152,57.253,South Asia,233.4179916
Pakistan,PAK,1979,78997039,19688383838.3838,57.253,South Asia,249.22939
Pakistan,PAK,1980,82291010,23654444444.4444,57.253,South Asia,287.4487073
Pakistan,PAK,1981,85802049,28100606060.6061,57.253,South Asia,327.50507
Pakistan,PAK,1982,89089246,30725971563.981,57.253,South Asia,344.8897925
Pakistan,PAK,1983,92227711,28691889763.7795,57.253,South Asia,311.0983614
Pakistan,PAK,1984,95164936,31151825467.4978,57.253,South Asia,327.3456252
Pakistan,PAK,1985,98229285,31144920844.3272,57.253,South Asia,317.0634994
Pakistan,PAK,1986,101606764,31899070055.7967,57.253,South Asia,313.946324
Pakistan,PAK,1987,105130717,33351529274.6869,57.253,South Asia,317.2386742
Pakistan,PAK,1988,108724739,38472742808.3167,57.253,South Asia,353.8545428
Pakistan,PAK,1989,112336629,40171106279.0078,57.253,South Asia,357.5957961
Pakistan,PAK,1990,116155576,40010423970.4576,0,South Asia,344.4554738
Pakistan,PAK,1991,120060406,45625336680.2047,0,South Asia,380.0198433
Pakistan,PAK,1992,123546848,48884671947.4657,7.5,South Asia,395.6772086
Pakistan,PAK,1993,127020117,51809999353.1614,0.000925,South Asia,407.8881407
Pakistan,PAK,1994,130748083,52293470813.1336,6.800000191,South Asia,399.9559276
Pakistan,PAK,1995,134582253,60636071684.1918,0.000123,South Asia,450.5502793
Pakistan,PAK,1996,138557092,63320170084.4076,0.00299,South Asia,456.9969618
Pakistan,PAK,1997,142531804,62433340468.0228,0.0275,South Asia,438.0309427
Pakistan,PAK,1998,146522356,62191955814.3478,0.0439,South Asia,424.4536978
Pakistan,PAK,1999,150565377,62973857068.5113,0.0554,South Asia,418.2492571
Pakistan,PAK,2000,154879127,99484802344.5277,0.0554,South Asia,642.3383465
Pakistan,PAK,2001,159270907,97145618479.9038,1.31855077925626,South Asia,609.9395069
Pakistan,PAK,2002,163222549,97923302809.3537,2.57742673683831,South Asia,599.9373457
Pakistan,PAK,2003,167110248,112371913740.823,5.04115812592502,South Asia,672.4417867
Pakistan,PAK,2004,171286000,132216048339.413,6.16432098534156,South Asia,771.9022473
Pakistan,PAK,2005,175453212,145208562960.767,6.332300186,South Asia,827.6198612
Pakistan,PAK,2006,179682690,161871385506.36,6.5,South Asia,900.873565
Pakistan,PAK,2007,184493231,184140869997.46,6.800000191,South Asia,998.0901142
Pakistan,PAK,2008,189499113,202203748583.854,7,South Asia,1067.043246
Pakistan,PAK,2009,194376534,187337783856.466,7.5,South Asia,963.7880664
Pakistan,PAK,2010,199239047,196709621849.586,8,South Asia,987.3045711
Pakistan,PAK,2011,203746065,230586581059.665,8,South Asia,1131.735138
Pakistan,PAK,2012,207667125,250106966104.704,8.100000381,South Asia,1204.364755
Pakistan,PAK,2013,211073978,258657231672.412,9,South Asia,1225.434012
Pakistan,PAK,2014,214264647,271390474857.632,10,South Asia,1266.613408
Pakistan,PAK,2015,217290883,299963590534.773,11,South Asia,1380.470208
Pakistan,PAK,2016,220138869,313630000130.435,12.385446763381,South Asia,1424.691612
Pakistan,PAK,2017,223273967,339205534861.1,13.77999973,South Asia,1519.234595
Pakistan,PAK,2018,226928892,356128166704.921,15.34000015,South Asia,1569.338146
Pakistan,PAK,2019,230800899,320909472770.669,17.070901719916,South Asia,1390.41691
Pakistan,PAK,2020,235001746,300425609817.981,18.935,South Asia,1278.397352
Pakistan,PAK,2021,239477801,348516647445.148,18.935,South Asia,1455.319224
Pakistan,PAK,2022,243700667,374890295666.694,18.935,South Asia,1538.322813
Pakistan,PAK,2023,247504495,336686348609.266,7.5,South Asia,1360.324178
Pakistan,PAK,2024,251269164,371570000121.266,57.253,South Asia,1478.77278
Pakistan,PAK,2025,45709310,3749265014.69971,0.000925,South Asia,82.02410001
Sri Lanka,LKA,1960,9661389,1409873949.57983,0.00277,South Asia,145.9287013
Sri Lanka,LKA,1961,9899372,1444327731.09244,46.5942011179917,South Asia,145.9009451
Sri Lanka,LKA,1962,10143754,1434156378.60082,46.5942011179917,South Asia,141.3831978
Sri Lanka,LKA,1963,10395040,1240672268.90756,46.5942011179917,South Asia,119.3523324
Sri Lanka,LKA,1964,10653397,1309747899.15966,46.5942011179917,South Asia,122.941809
Sri Lanka,LKA,1965,10916965,1698319327.73109,46.5942011179917,South Asia,155.5669848
Sri Lanka,LKA,1966,11183928,1751470588.23529,46.5942011179917,South Asia,156.6060322
Sri Lanka,LKA,1967,11457328,1859465020.57613,46.5942011179917,South Asia,162.2948231
Sri Lanka,LKA,1968,11736088,1801344537.81513,46.5942011179917,South Asia,153.4876475
Sri Lanka,LKA,1969,12013858,1965546218.48739,46.5942011179917,South Asia,163.6065799
Sri Lanka,LKA,1970,12287110,2296470588.23529,46.5942011179917,South Asia,186.9007918
Sri Lanka,LKA,1971,12551910,2369308600.33727,46.5942011179917,South Asia,188.7608022
Sri Lanka,LKA,1972,12809205,2553936348.40871,46.5942011179917,South Asia,199.3828929
Sri Lanka,LKA,1973,13060916,2875625000,46.5942011179917,South Asia,220.1702392
Sri Lanka,LKA,1974,13305693,3574586466.16541,46.5942011179917,South Asia,268.650905
Sri Lanka,LKA,1975,13548984,3791298145.50642,0,South Asia,279.8215826
Sri Lanka,LKA,1976,13796770,3591319857.31272,46.5942011179917,South Asia,260.301495
Sri Lanka,LKA,1977,14049371,4104509582.86359,46.5942011179917,South Asia,292.1489925
Sri Lanka,LKA,1978,14310128,2733183856.50224,46.5942011179917,South Asia,190.9964646
Sri Lanka,LKA,1979,14579614,3364611432.24149,46.5942011179917,South Asia,230.7750694
Sri Lanka,LKA,1980,14847974,4024621899.57653,46.5942011179917,South Asia,271.0552901
Sri Lanka,LKA,1981,15099414,4415844155.84416,46.5942011179917,South Asia,292.4513598
Sri Lanka,LKA,1982,15286567,4768765016.81884,46.5942011179917,South Asia,311.9578789
Sri Lanka,LKA,1983,15388794,5167913302.16745,46.5942011179917,South Asia,335.8231517
Sri Lanka,LKA,1984,15441860,6043474842.76729,46.5942011179917,South Asia,391.3696176
Sri Lanka,LKA,1985,15544154,5978460972.01767,46.5942011179917,South Asia,384.6115377
Sri Lanka,LKA,1986,15731256,6405210563.88294,46.5942011179917,South Asia,407.1646005
Sri Lanka,LKA,1987,15916576,6682167119.56522,46.5942011179917,South Asia,419.8244094
Sri Lanka,LKA,1988,16078621,6978371581.26375,46.5942011179917,South Asia,434.0155528
Sri Lanka,LKA,1989,16248557,6987267683.77254,46.5942011179917,South Asia,430.0238897
Sri Lanka,LKA,1990,16352458,8032551173.24014,0,South Asia,491.2136862
Sri Lanka,LKA,1991,16475354,9000362581.58086,0,South Asia,546.2925156
Sri Lanka,LKA,1992,16739284,9703011635.86585,0.00548,South Asia,579.6551176
Sri Lanka,LKA,1993,17025918,10338679635.7616,0.00548,South Asia,607.2318471
Sri Lanka,LKA,1994,17275773,11717604208.8223,0.00277,South Asia,678.268012
Sri Lanka,LKA,1995,17564068,13029697560.9756,0.00548,South Asia,741.8382553
Sri Lanka,LKA,1996,17905018,13897738375.2488,0.0545,South Asia,776.1923711
Sri Lanka,LKA,1997,18248200,15091913883.7091,0.162,South Asia,827.0357561
Sri Lanka,LKA,1998,18596003,15760736956.1852,0.296,South Asia,847.5335778
Sri Lanka,LKA,1999,18944731,15711933513.2831,0.348,South Asia,829.3563795
Sri Lanka,LKA,2000,19293054,16595882818.6857,0.647410010940963,South Asia,860.1998843
Sri Lanka,LKA,2001,19600362,15749753804.8344,0.793821864362622,South Asia,803.5440266
Sri Lanka,LKA,2002,19805752,16536535647.0834,1.05042270585318,South Asia,834.9360149
Sri Lanka,LKA,2003,19951521,18881765437.2151,1.45858022842408,South Asia,946.3822551
Sri Lanka,LKA,2004,20087605,20662525941.2985,1.44615998041486,South Asia,1028.620681
Sri Lanka,LKA,2005,20216524,24405791044.7761,1.792000055,South Asia,1207.219948
Sri Lanka,LKA,2006,20352411,28267410542.5164,2.53756612897332,South Asia,1388.897391
Sri Lanka,LKA,2007,20492545,32350238760.4239,3.88,South Asia,1578.634511
Sri Lanka,LKA,2008,20629378,40713826215.0093,4.824500084,South Asia,1973.584769
Sri Lanka,LKA,2009,20756435,42066224093.0065,5.868500233,South Asia,2026.6594
Sri Lanka,LKA,2010,20879089,58636049434.1871,6.912399769,South Asia,2808.362445
Sri Lanka,LKA,2011,21009048,67753285896.6254,7.956399918,South Asia,3224.957452
Sri Lanka,LKA,2012,21169458,70447217163.7784,9.00039959,South Asia,3327.776137
Sri Lanka,LKA,2013,20585000,76976203829.4765,10.04440022,South Asia,3739.431811
Sri Lanka,LKA,2014,20778000,82531125190.5224,10.5000026214106,South Asia,3972.043757
Sri Lanka,LKA,2015,20970000,85090301052.0465,15.26249981,South Asia,4057.715835
Sri Lanka,LKA,2016,21209000,88000211171.5956,22.19,South Asia,4149.191908
Sri Lanka,LKA,2017,21453000,94369350285.5814,25.07550049,South Asia,4398.888281
Sri Lanka,LKA,2018,21670000,94450015982.8405,28.33620071,South Asia,4358.560959
Sri Lanka,LKA,2019,21803000,88998706296.5783,32.02090073,South Asia,4081.947727
Sri Lanka,LKA,2020,21919000,84335574581.5072,36.18473435,South Asia,3847.601377
Sri Lanka,LKA,2021,22156000,88556698937.7033,44.45308724,South Asia,3996.9624
Sri Lanka,LKA,2022,22181000,74143020262.8076,48.3,South Asia,3342.636503
Sri Lanka,LKA,2023,22037000,83716142582.1945,51.2,South Asia,3798.890166
Sri Lanka,LKA,2024,21916000,98963185509.6499,54.59,South Asia,4515.567873
Sri Lanka,LKA,2025,16739284,9703011635.86585,0.00548,South Asia,579.6551176
Turkiye,TUR,1960,28329898,7566666666.66667,15.46,Other,267.0912076
Turkiye,TUR,1961,29119238,7988888888.88889,0,Other,274.3508909
Turkiye,TUR,1962,29916147,8922222222.22222,0,Other,298.2410209
Turkiye,TUR,1963,30726841,10355555555.5556,0,Other,337.0198569
Turkiye,TUR,1964,31543072,11177777777.7778,0,Other,354.3655411
Turkiye,TUR,1965,32345220,11966666666.6667,0,Other,369.9670822
Turkiye,TUR,1966,33177672,14100000000,0,Other,424.9846101
Turkiye,TUR,1967,34050421,15644444444.4444,0,Other,459.4493691
Turkiye,TUR,1968,34921684,17500000000,0,Other,501.121309
Turkiye,TUR,1969,35787774,19466666666.6667,0,Other,543.9474013
Turkiye,TUR,1970,36638465,17863636363.6364,0,Other,487.5650867
Turkiye,TUR,1971,37518611,16166666666.6667,0,Other,430.8972597
Turkiye,TUR,1972,38430221,20650000000,0,Other,537.3375292
Turkiye,TUR,1973,39329533,26000000000,0,Other,661.0808219
Turkiye,TUR,1974,40210234,35414285714.2857,0,Other,880.7281677
Turkiye,TUR,1975,41053126,46042857142.8571,0,Other,1121.543269
Turkiye,TUR,1976,41899984,51450000000,0,Other,1227.924097
Turkiye,TUR,1977,42773298,58683333333.3333,0,Other,1371.961857
Turkiye,TUR,1978,43645306,65912500000,0,Other,1510.185311
Turkiye,TUR,1979,44510429,89616129032.2581,0,Other,2013.373743
Turkiye,TUR,1980,45408815,68823684210.5263,0,Other,1515.645899
Turkiye,TUR,1981,46321190,71180180180.1802,0,Other,1536.665621
Turkiye,TUR,1982,47322096,64369325153.3742,0,Other,1360.238252
Turkiye,TUR,1983,48447410,61803555555.5556,0,Other,1275.683376
Turkiye,TUR,1984,49574069,59937602179.8365,0,Other,1209.051494
Turkiye,TUR,1985,50687115,67232758620.6897,0,Other,1326.427014
Turkiye,TUR,1986,51777772,75673037037.037,0,Other,1461.496587
Turkiye,TUR,1987,52843670,87190081680.28,0,Other,1649.962648
Turkiye,TUR,1988,53909626,90875175808.7201,0,Other,1685.694792
Turkiye,TUR,1989,54976723,107127191328.935,0,Other,1948.591795
Turkiye,TUR,1990,56015628,150655500191.644,0,Other,2689.526219
Turkiye,TUR,1991,57009887,151034731543.624,89.77024003,Other,2649.2726
Turkiye,TUR,1992,57990118,159104772991.851,89.77024003,Other,2743.653203
Turkiye,TUR,1993,58999167,180415757851.616,0.00846,Other,3057.937375
Turkiye,TUR,1994,60033836,130650447499.071,0.0499,Other,2176.280181
Turkiye,TUR,1995,61024503,234699627004.035,0.0817,Other,3845.989979
Turkiye,TUR,1996,61951134,250366965174.129,0.193,Other,4041.362103
Turkiye,TUR,1997,62852966,263817553748.395,0.474,Other,4197.376362
Turkiye,TUR,1998,63734383,276035372654.608,0.699,Other,4331.027613
Turkiye,TUR,1999,64591923,256673939247.773,2.29,Other,3973.777639
Turkiye,TUR,2000,65425961,274748463178.502,3.761685035075,Other,4199.379864
Turkiye,TUR,2001,66245128,202195080239.036,5.18948146078506,Other,3052.225671
Turkiye,TUR,2002,67048795,240778008473.845,11.38,Other,3591.08629
Turkiye,TUR,2003,67831730,315392899922.379,12.33,Other,4649.636681
Turkiye,TUR,2004,68592617,410156784495.948,14.58,Other,5979.605422
Turkiye,TUR,2005,69329557,508314210212.544,15.46,Other,7331.854294
Turkiye,TUR,2006,70045349,559668118237.002,18.24,Other,7990.082514
Turkiye,TUR,2007,70158112,685228481017.03,28.63,Other,9766.917345
Turkiye,TUR,2008,71051678,775415944332.866,34.37,Other,10913.4079
Turkiye,TUR,2009,72039206,653894449921.288,36.4,Other,9076.924722
Turkiye,TUR,2010,73142150,782545664268.333,39.82,Other,10698.96994
Turkiye,TUR,2011,74223629,844192507380.795,43.065710430925,Other,11373.63558
Turkiye,TUR,2012,75175827,885327622479.052,45.13,Other,11776.75934
Turkiye,TUR,2013,76147624,962167643588.925,46.25,Other,12635.557
Turkiye,TUR,2014,77181884,942343431928.654,51.0373665521645,Other,12209.38623
Turkiye,TUR,2015,78218479,865460050683.656,53.7449791423583,Other,11064.64945
Turkiye,TUR,2016,79277962,870818016909.84,58.3477340145685,Other,10984.36432
Turkiye,TUR,2017,80312698,863874522365.276,64.6846176835371,Other,10756.38777
Turkiye,TUR,2018,81407204,788356985773.667,71.0427608433809,Other,9684.118199
Turkiye,TUR,2019,82579440,775853144222.613,73.9767022871511,Other,9395.23378
Turkiye,TUR,2020,83384680,733628247119.077,77.6695605,Other,8798.117917
Turkiye,TUR,2021,84147318,839938668172.134,81.40843745,Other,9981.763984
Turkiye,TUR,2022,84979913,926097476913.818,83.43716576,Other,10897.83979
Turkiye,TUR,2023,85325965,1141242864657.45,85.96074155,Other,13375.09473
Turkiye,TUR,2024,85518661,1359123768774.12,87.3078767,Other,15892.71573
Turkiye,TUR,2025,84147318,839938668172.134,89.77024003,Other,9981.763984
United Kingdom,GBR,1960,52400000,73233967692.1028,0.52,Europe,1397.594803
United Kingdom,GBR,1961,52800000,77741965703.3544,0.14,Europe,1472.385714
United Kingdom,GBR,1962,53250000,81247564156.8246,0.14,Europe,1525.775853
United Kingdom,GBR,1963,53650000,86561961812.3249,0.14,Europe,1613.456884
United Kingdom,GBR,1964,54000000,94407558351.1616,0.14,Europe,1748.288118
United Kingdom,GBR,1965,54348050,101824755078.991,0.14,Europe,1873.567774
United Kingdom,GBR,1966,54648500,108572752102.045,0.14,Europe,1986.747159
United Kingdom,GBR,1967,54943600,113116888210.787,0.14,Europe,2058.781882
United Kingdom,GBR,1968,55211700,107759910067.889,0.14,Europe,1951.758596
United Kingdom,GBR,1969,55441750,116464702803.218,0.14,Europe,2100.667869
United Kingdom,GBR,1970,55663250,130671946244.3,0.14,Europe,2347.544318
United Kingdom,GBR,1971,55896223,148113896325.14,0.14,Europe,2649.801514
United Kingdom,GBR,1972,56086065,169965034965.035,0.14,Europe,3030.432514
United Kingdom,GBR,1973,56194527,192537971582.558,0.14,Europe,3426.276221
United Kingdom,GBR,1974,56229974,206131369798.971,0.14,Europe,3665.862798
United Kingdom,GBR,1975,56225800,241756637168.142,0.0874,Europe,4299.745618
United Kingdom,GBR,1976,56211968,232614555256.065,0.14,Europe,4138.167788
United Kingdom,GBR,1977,56193492,263066457352.172,0.14,Europe,4681.439932
United Kingdom,GBR,1978,56196504,335883029721.956,0.14,Europe,5976.938169
United Kingdom,GBR,1979,56246951,438994070309.191,0.14,Europe,7804.762081
United Kingdom,GBR,1980,56314216,564947710899.373,0.14,Europe,10032.06208
United Kingdom,GBR,1981,56333829,540765675241.158,0.14,Europe,9599.306222
United Kingdom,GBR,1982,56313641,515048916841.37,0.14,Europe,9146.077357
United Kingdom,GBR,1983,56332848,489618008185.539,0.14,Europe,8691.518813
United Kingdom,GBR,1984,56422072,461487097632.349,0.14,Europe,8179.194441
United Kingdom,GBR,1985,56550268,489285164271.047,0.14,Europe,8652.216542
United Kingdom,GBR,1986,56681396,601452653180.885,0.14,Europe,10611.11221
United Kingdom,GBR,1987,56802050,745162608269.325,0.14,Europe,13118.58653
United Kingdom,GBR,1988,56928327,910122732123.799,0.14,Europe,15987.16808
United Kingdom,GBR,1989,57076711,926884816753.927,0.14,Europe,16239.2822
United Kingdom,GBR,1990,57247586,1093169389204.55,0.0874,Europe,19095.467
United Kingdom,GBR,1991,57424897,1142797178130.51,0.174,Europe,19900.72665
United Kingdom,GBR,1992,57580402,1179659529659.53,0.261,Europe,20487.17079
United Kingdom,GBR,1993,57718614,1061388722255.55,0.52,Europe,18389.01957
United Kingdom,GBR,1994,57865745,1140489745944.29,1.04,Europe,19709.2381
United Kingdom,GBR,1995,58019030,1349094208616.06,1.9,Europe,23252.61571
United Kingdom,GBR,1996,58166950,1425287051482.06,4.12,Europe,24503.38296
United Kingdom,GBR,1997,58316954,1569317288801.57,7.39,Europe,26910.13815
United Kingdom,GBR,1998,58487141,1660821464060.95,13.7,Europe,28396.35235
United Kingdom,GBR,1999,58682466,1693458987218.9,21.3,Europe,28858.00653
United Kingdom,GBR,2000,58892514,1671597821152.97,26.8217543508578,Europe,28383.87611
United Kingdom,GBR,2001,59119673,1656171009068.66,33.4810948744147,Europe,28013.87296
United Kingdom,GBR,2002,59370479,1790536570743.41,56.48,Europe,30158.70178
United Kingdom,GBR,2003,59647577,2061227755102.04,64.82,Europe,34556.77261
United Kingdom,GBR,2004,59987905,2429774807762.72,65.61,Europe,40504.41181
United Kingdom,GBR,2005,60401206,2551361818181.82,70,Europe,42240.2463
United Kingdom,GBR,2006,60846820,2719558417663.29,68.82,Europe,44695.16102
United Kingdom,GBR,2007,61322463,3104699879951.98,75.09,Europe,50629.07992
United Kingdom,GBR,2008,61806995,2945251838235.29,78.39,Europe,47652.40307
United Kingdom,GBR,2009,62276270,2429358155475.93,83.56,Europe,39009.37155
United Kingdom,GBR,2010,62766365,2496740681057.14,85,Europe,39778.32205
United Kingdom,GBR,2011,63258810,2675590034128.66,85.3799985496322,Europe,42295.92738
United Kingdom,GBR,2012,63711000,2719715961539.83,87.4799984242111,Europe,42688.32637
United Kingdom,GBR,2013,64139000,2796908333283.39,89.8441,Europe,43606.98379
United Kingdom,GBR,2014,64620000,3085362169410.29,91.6133009176453,Europe,47746.24218
United Kingdom,GBR,2015,65088000,2945579890258.46,92.0002998740234,Europe,45255.34492
United Kingdom,GBR,2016,65607000,2706807606538.73,94.7758006318882,Europe,41257.90855
United Kingdom,GBR,2017,65966000,2699118387873.1,90.4245504868553,Europe,40916.81151
United Kingdom,GBR,2018,66289000,2897028009916.05,90.692008988783,Europe,43702.99763
United Kingdom,GBR,2019,66631000,2875710080015.3,92.5166285497138,Europe,43158.74113
United Kingdom,GBR,2020,66744000,2724001478304.59,94.81820132,Europe,40812.67947
United Kingdom,GBR,2021,66984000,3194559188925.93,96.19650269,Europe,47691.37688
United Kingdom,GBR,2022,67604000,3181244350465.41,95.46530151,Europe,47057.04323
United Kingdom,GBR,2023,68492000,3420796653789.08,95.44719696,Europe,49944.47021
United Kingdom,GBR,2024,69226000,3686033044482.13,95.4720993,Europe,53246.36761
United Kingdom,GBR,2025,69226000,3686033044482.13,95.4720993,Europe,53246.36761
United States,USA,1960,180671000,541988586206.897,71.69,North America,2999.864872
United States,USA,1961,183691000,561940310344.828,9.24,North America,3059.160821
United States,USA,1962,186538000,603639413793.103,0.785,North America,3236.013112
United States,USA,1963,189242000,637058551724.138,0.785,North America,3366.36979
United States,USA,1964,191889000,684144620689.655,0.785,North America,3565.31443
United States,USA,1965,194303000,741904862068.965,0.785,North America,3818.288251
United States,USA,1966,196560000,813032758620.69,0.785,North America,4136.308296
United States,USA,1967,198712000,859620034482.759,0.785,North America,4325.959351
United States,USA,1968,200706000,940225000000,0.785,North America,4684.588403
United States,USA,1969,202677000,1017438172413.79,0.785,North America,5019.998186
United States,USA,1970,205052000,1073303000000,0.785,North America,5234.296666
United States,USA,1971,207661000,1164850000000,0.785,North America,5609.3826
United States,USA,1972,209896000,1279110000000,0.785,North America,6094.01799
United States,USA,1973,211909000,1425376000000,0.785,North America,6726.358956
United States,USA,1974,213854000,1545243000000,0.785,North America,7225.69136
United States,USA,1975,215973000,1684904000000,0.785,North America,7801.456664
United States,USA,1976,218035000,1873412000000,1.72,North America,8592.253537
United States,USA,1977,220239000,2081826000000,0.785,North America,9452.576519
United States,USA,1978,222585000,2351599000000,0.785,North America,10564.94822
United States,USA,1979,225055000,2627333000000,0,North America,11674.18187
United States,USA,1980,227225000,2857307000000,0,North America,12574.79151
United States,USA,1981,229466000,3207041000000,0,North America,13976.10539
United States,USA,1982,231664000,3343789000000,0,North America,14433.78773
United States,USA,1983,233792000,3634038000000,0,North America,15543.89372
United States,USA,1984,235825000,4037613000000,0,North America,17121.22548
United States,USA,1985,237924000,4338979000000,0.785,North America,18236.82773
United States,USA,1986,240133000,4579631000000,1.16,North America,19071.22719
United States,USA,1987,242289000,4855215000000,1.16,North America,20038.9411
United States,USA,1988,244499000,5236438000000,1.16,North America,21417.01193
United States,USA,1989,246819000,5641580000000,1.16,North America,22857.15443
United States,USA,1990,249623000,5963144000000,0.785,North America,23888.60001
United States,USA,1991,252981000,6158129000000,1.16,North America,24342.2589
United States,USA,1992,256514000,6520327000000,1.72,North America,25418.99078
United States,USA,1993,259919000,6858559000000,2.27,North America,26387.29373
United States,USA,1994,263126000,7287236000000,4.86,North America,27694.85342
United States,USA,1995,266278000,7639749000000,9.24,North America,28690.8757
United States,USA,1996,269394000,8073122000000,16.4,North America,29967.71272
United States,USA,1997,272657000,8577554457000,21.6,North America,31459.13898
United States,USA,1998,275854000,9062818202000,30.1,North America,32853.67695
United States,USA,1999,279040000,9631174489000,35.8,North America,34515.39023
United States,USA,2000,282162411,10250947997000,43.0791626375201,North America,36329.95607
United States,USA,2001,284968955,10581929774000,49.0808315896951,North America,37133.62311
United States,USA,2002,287625193,10929112955000,58.7854038836952,North America,37997.75966
United States,USA,2003,290107933,11456442041000,61.6971171244207,North America,39490.27496
United States,USA,2004,292805298,12217193198000,64.7582564759896,North America,41724.63163
United States,USA,2005,295516599,13039199193000,67.9681015,North America,44123.40707
United States,USA,2006,298379912,13815586948000,68.93119812,North America,46302.00088
United States,USA,2007,301231207,14474226905000,75,North America,48050.22378
United States,USA,2008,304093966,14769857911000,74,North America,48570.04598
United States,USA,2009,306771529,14478064934000,71,North America,47194.94335
United States,USA,2010,309378227,15048964444000,71.69,North America,48642.61002
United States,USA,2011,311839461,15599728123000,69.7294607619268,North America,50024.8688
United States,USA,2012,314339099,16253972230000,74.7,North America,51708.40116
United States,USA,2013,316726282,16843190993000,71.4,North America,53179.01276
United States,USA,2014,319257560,17550680174000,73,North America,54973.42075
United States,USA,2015,321815121,18206020741000,74.5542024462761,North America,56572.9189
United States,USA,2016,324353340,18695110842000,85.5444212887222,North America,57638.10184
United States,USA,2017,326608609,19477336549000,87.2748891687657,North America,59635.09844
United States,USA,2018,328529577,20533057312000,88.498903165152,North America,62499.87444
United States,USA,2019,330226227,21380976119000,89.4302848575712,North America,64746.45068
United States,USA,2020,331577720,21060473613000,90.34470367,North America,63515.94918
United States,USA,2021,332099760,23315080560000,91.2684021,North America,70205.05092
United States,USA,2022,334017321,25604848907611,92.72850037,North America,76657.24888
United States,USA,2023,336806231,27292170793214.4,93.52559662,North America,81032.26212
United States,USA,2024,340110988,28750956130731.2,94.69380188,North America,84534.04078
United States,USA,2025,259919000,6858559000000,2.27,North America,26387.29373
